First Name,Last Name,Email,Phone,Gender,Age,Job Title,Years of Experience,Salary,Department,Other Languages
Jayan,Agarwal,jayan.agarwal163@slingacademy.com,214.429.6384x226,Male,29,Tree surgeon,10,129000,Finance,"Tagalog, Hindi"
Divyansh,Savant,divyansh.savant217@slingacademy.com,241-552-9966,Female,34,Newspaper journalist,9,149000,Product,"Spanish, Mandarin"
Drishya,Chhabra,drishya.chhabra651@slingacademy.com,+1-646-743-0329x7641,Female,63,"Merchandiser, retail",13,90000,Legal,"Hindi, Spanish"
Pamela,Drake,pamela.drake52@slingacademy.com,(913)232-3801x21258,Female,37,Toxicologist,2,78000,Marketing,Spanish
Michael,Robinson,michael.robinson917@slingacademy.com,001-612-977-9803,Male,45,Contracting civil engineer,4,149000,Product,Arabic
Kartik,Bera,kartik.bera190@slingacademy.com,628.932.4335,Male,47,"Education officer, community",10,85000,Human Resource,
Badal,Magar,badal.magar977@slingacademy.com,001-528-693-5897x60115,Male,26,"Scientist, audiological",3,149000,Product,
Alyssa,Sutton,alyssa.sutton880@slingacademy.com,(530)758-6243x7754,Female,19,"Teacher, early years/pre",9,61239,Administrative,"Hindi, Korean"
Derek,Wyatt,derek.wyatt162@slingacademy.com,307.910.9367x82819,Male,22,Make,13,78000,Marketing,"Mandarin, Hindi"
阳,罗,阳.罗555@slingacademy.com,(513)384-5501x171,Male,33,Human resources officer,14,116670,Operations,Spanish
Anvi,Goda,anvi.goda535@slingacademy.com,(578)241-4186x5912,Female,26,Soil scientist,10,85000,Human Resource,Mandarin
Jennifer,Conley,jennifer.conley45@slingacademy.com,(445)509-2245,Female,19,"Editor, commissioning",6,85000,Human Resource,"Tagalog, Arabic"
Abram,Vyas,abram.vyas280@slingacademy.com,+1-393-868-3766x93091,Female,30,Theatre stage manager,2,78000,Marketing,Spanish
Siya,Ray,siya.ray557@slingacademy.com,001-260-306-0131x286,Female,23,Multimedia specialist,1,116670,Operations,"Spanish, Spanish"
Ariana,Jackson,ariana.jackson120@slingacademy.com,+1-204-623-3155,Female,56,"Producer, radio",1,131000,I/T,
William,Farley,william.farley441@slingacademy.com,392-547-6588x22479,Male,67,Adult guidance worker,1,101420,Sales,"Hindi, Mandarin"
Janice,Black,janice.black913@slingacademy.com,(580)656-6771x00190,Female,59,Fashion designer,3,85000,Human Resource,"Korean, Tagalog"
Michael,Jones,michael.jones694@slingacademy.com,943.892.0950,Male,67,"Runner, broadcasting/film/video",2,131000,I/T,
楠,麦,楠.麦832@slingacademy.com,+1-566-521-7481x2272,Male,70,Teaching laboratory technician,13,85000,Human Resource,Hindi
Suhana,Suresh,suhana.suresh544@slingacademy.com,7042852416,Male,51,Company secretary,9,85000,Human Resource,"Hindi, Spanish"
Mannat,Jhaveri,mannat.jhaveri475@slingacademy.com,+1-871-638-5406x866,Female,67,Environmental education officer,5,116670,Operations,Tagalog
Maria,Clements,maria.clements360@slingacademy.com,(507)390-9918,Female,53,Dietitian,7,149000,Product,Mandarin
Christina,Conley,christina.conley527@slingacademy.com,+1-575-928-5302x4261,Female,46,"Engineer, biomedical",2,116670,Operations,"Mandarin, Tagalog"
Brian,Cruz,brian.cruz670@slingacademy.com,679.820.1454x82079,Male,54,"Editor, film/video",4,116670,Operations,
Kimberly,Bennett,kimberly.bennett146@slingacademy.com,001-976-602-3306x54427,Female,45,Social researcher,10,85000,Human Resource,"Mandarin, Korean"
Christina,Wood,christina.wood757@slingacademy.com,001-867-509-2145x73389,Female,54,Psychiatric nurse,3,78000,Marketing,
Adam,Skinner,adam.skinner528@slingacademy.com,+1-690-695-0265x45619,Male,53,Warehouse manager,5,85000,Human Resource,
Crystal,Perez,crystal.perez110@slingacademy.com,(925)702-9664x5963,Female,67,Geochemist,7,78000,Marketing,"Tagalog, Korean"
浩,管,浩.管814@slingacademy.com,+1-396-470-0609,Male,30,Medical secretary,3,85000,Human Resource,"Arabic, Korean"
成,罗,成.罗667@slingacademy.com,001-488-251-9469x4876,Male,68,TEFL teacher,12,149000,Product,Hindi
Phillip,Riley,phillip.riley80@slingacademy.com,001-639-842-1824x63753,Male,25,"Designer, industrial/product",14,61239,Administrative,Korean
Hridaan,Sahota,hridaan.sahota91@slingacademy.com,+1-379-250-2999x3422,Male,56,Arboriculturist,3,78000,Marketing,
Mariah,Joyce,mariah.joyce454@slingacademy.com,5649528656,Female,62,Medical sales representative,7,131000,I/T,
Linda,Richards,linda.richards884@slingacademy.com,9599303570,Female,65,Ergonomist,9,149000,Product,
Manuel,Bush,manuel.bush187@slingacademy.com,8607349536,Male,70,"Sound technician, broadcasting/film/video",10,131000,I/T,
Tiya,Chander,tiya.chander95@slingacademy.com,312.302.2362x4373,Male,49,"Engineer, energy",12,149000,Product,
James,Bauer,james.bauer496@slingacademy.com,001-308-638-5489x9547,Male,35,Community arts worker,15,116670,Operations,"Hindi, Hindi"
Anita,Collins,anita.collins565@slingacademy.com,456-383-6499,Female,60,Land,11,131000,I/T,Hindi
Joshua,Frazier,joshua.frazier929@slingacademy.com,463.323.2899,Male,55,Analytical chemist,6,85000,Human Resource,"Mandarin, Spanish"
Renee,Martin,renee.martin9@slingacademy.com,001-822-378-1766,Female,70,Camera operator,1,61239,Administrative,"Tagalog, Hindi"
Jacob,Adams,jacob.adams486@slingacademy.com,696-594-5119x157,Male,44,"Nurse, children's",13,116670,Operations,
Malik,Peck,malik.peck764@slingacademy.com,(692)745-1813x901,Male,46,International aid/development worker,15,101420,Sales,
Andrew,Moore,andrew.moore757@slingacademy.com,934.538.2594,Male,64,Chiropodist,5,149000,Product,Spanish
Hrishita,Kata,hrishita.kata192@slingacademy.com,2686921982,Male,55,"Investment banker, operational",4,116670,Operations,
Stacy,Kidd,stacy.kidd263@slingacademy.com,4908191999,Female,56,Logistics and distribution manager,1,101420,Sales,
Aradhya,Gole,aradhya.gole26@slingacademy.com,+1-357-527-4396,Female,55,Secondary school teacher,4,116670,Operations,Hindi
Eric,Hughes,eric.hughes342@slingacademy.com,+1-451-224-0170,Male,42,Dealer,11,61239,Administrative,
Christopher,Nielsen,christopher.nielsen653@slingacademy.com,868-880-0744,Male,68,"Engineer, electronics",5,101420,Sales,Spanish
Maria,Cohen,maria.cohen709@slingacademy.com,4696301193,Female,22,Tax adviser,15,61239,Administrative,
Aradhya,Ramesh,aradhya.ramesh423@slingacademy.com,6007399192,Male,24,Soil scientist,8,116670,Operations,"Spanish, Arabic"
Jonathan,Martinez,jonathan.martinez99@slingacademy.com,(746)297-7883x780,Male,27,"Psychotherapist, dance movement",5,149000,Product,"Tagalog, Hindi"
Samaira,Dhawan,samaira.dhawan292@slingacademy.com,872-321-1959x9433,Male,45,Chartered legal executive (England and Wales),3,116670,Operations,"Hindi, Korean"
Nicholas,Clark,nicholas.clark97@slingacademy.com,+1-290-684-9488x64952,Male,28,Physiological scientist,11,78000,Marketing,"Mandarin, Tagalog"
Erica,Bennett,erica.bennett650@slingacademy.com,001-753-907-0892x2242,Female,33,Town planner,7,85000,Human Resource,Arabic
Daniel,Benson,daniel.benson124@slingacademy.com,001-694-348-6404x422,Male,45,"Psychologist, prison and probation services",12,90000,Legal,Arabic
Michael,Price,michael.price170@slingacademy.com,887-497-5527x1081,Male,57,Dramatherapist,14,149000,Product,
Haley,Bowen,haley.bowen227@slingacademy.com,2998459141,Female,25,Insurance broker,2,116670,Operations,"Arabic, Tagalog"
Jennifer,Cook,jennifer.cook868@slingacademy.com,718.640.1708x3601,Female,22,Cytogeneticist,10,129000,Finance,Tagalog
Abram,Arora,abram.arora173@slingacademy.com,001-276-976-3118x7189,Female,55,Clinical cytogeneticist,11,116670,Operations,"Tagalog, Tagalog"
Gerald,House,gerald.house427@slingacademy.com,001-960-224-7747x461,Male,50,"Investment banker, operational",6,78000,Marketing,"Spanish, Korean"
Nicole,Powell,nicole.powell840@slingacademy.com,753.693.6555x725,Female,48,Chartered management accountant,4,131000,I/T,"Spanish, Arabic"
玲,孙,玲.孙883@slingacademy.com,+1-429-589-5124x815,Female,69,Data processing manager,15,116670,Operations,Hindi
Aradhya,Deep,aradhya.deep772@slingacademy.com,(497)316-9833,Female,58,Radio producer,4,116670,Operations,"Arabic, Korean"
Stuvan,Vora,stuvan.vora461@slingacademy.com,713.978.5290,Male,68,IT technical support officer,13,149000,Product,
Austin,Becker,austin.becker219@slingacademy.com,(899)555-9764x73367,Male,39,Actor,8,78000,Marketing,"Arabic, Mandarin"
Samarth,Sagar,samarth.sagar103@slingacademy.com,(518)349-7600,Male,49,Quality manager,9,116670,Operations,Tagalog
Andrew,Calhoun,andrew.calhoun700@slingacademy.com,001-600-377-3256,Male,22,Occupational therapist,4,131000,I/T,"Spanish, Hindi"
Brian,Hardin,brian.hardin968@slingacademy.com,742.586.8605,Male,38,Database administrator,9,149000,Product,"Arabic, Arabic"
Gatik,Atwal,gatik.atwal958@slingacademy.com,314.656.8813x2476,Male,21,Soil scientist,6,116670,Operations,
瑞,杨,瑞.杨253@slingacademy.com,738-808-8601x14237,Male,42,Curator,6,101420,Sales,Korean
Hansh,Koshy,hansh.koshy755@slingacademy.com,386-786-6868x28481,Female,57,"Radiographer, diagnostic",11,131000,I/T,
Stephen,Robertson,stephen.robertson246@slingacademy.com,001-805-927-5563x1635,Male,67,Armed forces logistics/support/administrative officer,12,61239,Administrative,Mandarin
Kelly,Kaiser,kelly.kaiser504@slingacademy.com,(412)313-6243x9521,Female,56,"Surveyor, planning and development",1,61239,Administrative,
Molly,Lambert,molly.lambert418@slingacademy.com,224-836-8374,Female,61,TEFL teacher,8,131000,I/T,Spanish
Anaya,Borah,anaya.borah789@slingacademy.com,480-923-3030x6697,Female,24,"Restaurant manager, fast food",14,131000,I/T,
Kimberly,Garcia,kimberly.garcia431@slingacademy.com,297-254-2127x2267,Female,36,"Editor, magazine features",15,116670,Operations,"Spanish, Korean"
Bryan,Drake,bryan.drake916@slingacademy.com,6318911619,Male,66,Holiday representative,13,101420,Sales,"Arabic, Hindi"
Kartik,Wable,kartik.wable830@slingacademy.com,001-899-890-7737x2797,Male,60,Health promotion specialist,13,85000,Human Resource,"Arabic, Tagalog"
Kevin,Sanford,kevin.sanford768@slingacademy.com,(949)550-7398x325,Male,50,Automotive engineer,11,129000,Finance,Tagalog
Christine,Cortez,christine.cortez262@slingacademy.com,001-297-661-1576x41449,Female,57,Textile designer,9,61239,Administrative,
Misha,Deep,misha.deep1000@slingacademy.com,905-946-7280x80388,Female,34,Corporate treasurer,2,149000,Product,"Hindi, Arabic"
Gabriel,Donovan,gabriel.donovan52@slingacademy.com,001-462-734-3533x24093,Male,43,Learning mentor,11,149000,Product,
James,Erickson,james.erickson987@slingacademy.com,5585041410,Male,18,"Civil engineer, consulting",11,116670,Operations,
Tara,French,tara.french394@slingacademy.com,001-741-245-7204,Female,41,Psychiatrist,12,131000,I/T,
Kiaan,Upadhyay,kiaan.upadhyay913@slingacademy.com,+1-357-927-6068x746,Male,23,Management consultant,11,116670,Operations,"Hindi, Spanish"
敏,段,敏.段435@slingacademy.com,(614)387-0563,Female,48,Marketing executive,8,101420,Sales,"Mandarin, Mandarin"
Diya,Ramachandran,diya.ramachandran31@slingacademy.com,9078730372,Female,65,Health and safety inspector,15,101420,Sales,"Hindi, Korean"
Michael,Clark,michael.clark498@slingacademy.com,001-561-894-4676,Male,45,Colour technologist,11,101420,Sales,Arabic
Veer,Acharya,veer.acharya355@slingacademy.com,+1-679-726-5034,Female,54,Clinical psychologist,7,116670,Operations,"Hindi, Tagalog"
Samarth,Atwal,samarth.atwal842@slingacademy.com,658-439-7155x3650,Male,21,"Therapist, horticultural",7,129000,Finance,"Spanish, Korean"
Derek,Joseph,derek.joseph315@slingacademy.com,+1-728-468-5428,Male,64,Physiological scientist,15,78000,Marketing,
Anya,Char,anya.char502@slingacademy.com,3667415043,Female,21,"Engineer, manufacturing systems",6,101420,Sales,Hindi
Kristine,Diaz,kristine.diaz115@slingacademy.com,732-646-3034,Female,34,Careers information officer,2,131000,I/T,"Arabic, Korean"
Lakshay,Vala,lakshay.vala406@slingacademy.com,(896)920-2805,Male,44,Trade mark attorney,13,131000,I/T,"Spanish, Tagalog"
Erin,Jones,erin.jones272@slingacademy.com,746-861-6528,Female,24,Research scientist (life sciences),5,78000,Marketing,
Yuvaan,Karnik,yuvaan.karnik273@slingacademy.com,7988675401,Female,20,"Designer, industrial/product",11,78000,Marketing,
Megan,Bell,megan.bell196@slingacademy.com,680-734-3387,Female,69,"Scientist, marine",15,78000,Marketing,"Hindi, Arabic"
Lisa,Foley,lisa.foley788@slingacademy.com,5555490663,Female,35,"Scientist, clinical (histocompatibility and immunogenetics)",12,129000,Finance,"Arabic, Hindi"
Darren,Cameron,darren.cameron365@slingacademy.com,+1-644-516-2826,Male,67,"Engineer, production",7,149000,Product,"Spanish, Hindi"
Shelby,Swanson,shelby.swanson200@slingacademy.com,513.899.5073x9831,Female,31,Health and safety inspector,10,101420,Sales,"Spanish, Hindi"
Angela,Pennington,angela.pennington306@slingacademy.com,7575936025,Female,67,"Psychologist, occupational",15,116670,Operations,
Manjari,Krish,manjari.krish992@slingacademy.com,+1-724-857-7317x116,Male,59,Radiation protection practitioner,6,149000,Product,Spanish
Reginald,Moreno,reginald.moreno406@slingacademy.com,240.485.4586x57657,Male,50,Television production assistant,15,149000,Product,"Arabic, Mandarin"
Laura,Williams,laura.williams192@slingacademy.com,2247335013,Female,56,"Radiographer, therapeutic",7,129000,Finance,
Elizabeth,Valdez,elizabeth.valdez536@slingacademy.com,428.446.4051x60628,Female,41,Human resources officer,3,85000,Human Resource,"Mandarin, Tagalog"
건우,배,건우.배424@slingacademy.com,300-885-9686,Male,23,Financial risk analyst,9,149000,Product,Arabic
辉,韦,辉.韦96@slingacademy.com,952.764.1615,Male,36,"Journalist, broadcasting",11,61239,Administrative,Spanish
Andrea,Sanders,andrea.sanders466@slingacademy.com,450-313-3722,Female,28,Web designer,13,85000,Human Resource,Tagalog
Mark,Ponce,mark.ponce226@slingacademy.com,(781)882-7377x1995,Male,25,Advertising account executive,8,149000,Product,Spanish
정순,김,정순.김233@slingacademy.com,001-771-651-3482,Female,31,Teaching laboratory technician,12,101420,Sales,Arabic
强,李,强.李736@slingacademy.com,(769)905-7331,Male,38,Drilling engineer,11,129000,Finance,
Emily,Arias,emily.arias797@slingacademy.com,001-433-787-8592x0898,Female,69,"Loss adjuster, chartered",2,101420,Sales,"Hindi, Tagalog"
Alicia,Foley,alicia.foley112@slingacademy.com,+1-735-355-2224x5940,Female,41,Investment analyst,15,131000,I/T,Tagalog
Daisy,Clay,daisy.clay465@slingacademy.com,296-918-4735x05212,Female,50,Cytogeneticist,11,116670,Operations,Spanish
Angela,Henry,angela.henry426@slingacademy.com,3495862325,Female,49,"Secretary, company",6,116670,Operations,Mandarin
Maria,Martinez,maria.martinez870@slingacademy.com,356-245-5516x869,Female,45,"Lecturer, further education",14,116670,Operations,Arabic
Prisha,Ghosh,prisha.ghosh496@slingacademy.com,(251)455-6716x791,Female,52,Food technologist,11,149000,Product,Arabic
Wendy,White,wendy.white422@slingacademy.com,508-212-2374x7048,Female,29,Geophysical data processor,1,78000,Marketing,Mandarin
Shawn,Castro,shawn.castro468@slingacademy.com,709-791-9903,Male,60,Veterinary surgeon,5,101420,Sales,Spanish
Frederick,Price,frederick.price109@slingacademy.com,723.587.4618,Male,62,Fashion designer,1,61239,Administrative,"Spanish, Tagalog"
Monique,Adams,monique.adams670@slingacademy.com,001-273-882-2575,Female,27,Special effects artist,3,61239,Administrative,
Veer,Kaur,veer.kaur72@slingacademy.com,341.430.6148x30536,Male,61,"Scientist, audiological",15,61239,Administrative,Spanish
Amanda,Deleon,amanda.deleon368@slingacademy.com,+1-960-212-3014x2927,Female,68,Archaeologist,5,116670,Operations,Mandarin
Richard,Johnson,richard.johnson60@slingacademy.com,(616)681-5988,Male,60,Special educational needs teacher,14,61239,Administrative,
Deborah,Fernandez,deborah.fernandez679@slingacademy.com,(949)326-1564x829,Female,58,"Education officer, community",11,131000,I/T,
Kavya,Salvi,kavya.salvi36@slingacademy.com,224.818.2597,Male,18,Sales executive,2,149000,Product,"Korean, Hindi"
Monica,Marshall,monica.marshall291@slingacademy.com,(917)766-8832x535,Female,55,Barista,2,90000,Legal,"Spanish, Hindi"
凯,张,凯.张692@slingacademy.com,(697)875-3671x8937,Male,49,"Scientist, marine",8,149000,Product,Spanish
Eshani,Rama,eshani.rama169@slingacademy.com,(507)738-3833x24861,Female,45,Research scientist (medical),14,78000,Marketing,
Corey,Warren,corey.warren707@slingacademy.com,+1-324-686-8382,Male,69,"Engineer, agricultural",6,101420,Sales,
Lynn,Green,lynn.green340@slingacademy.com,(926)383-1374,Female,67,Microbiologist,10,116670,Operations,"Tagalog, Hindi"
Lisa,Hamilton,lisa.hamilton382@slingacademy.com,646-794-9661,Female,50,Theatre director,3,116670,Operations,"Hindi, Tagalog"
Timothy,Smith,timothy.smith707@slingacademy.com,425-422-8464x18013,Male,27,Orthoptist,9,131000,I/T,Arabic
Melanie,Hoffman,melanie.hoffman676@slingacademy.com,001-299-346-5347x46037,Female,23,"Producer, radio",2,85000,Human Resource,"Spanish, Arabic"
Rodney,Brown,rodney.brown991@slingacademy.com,473.840.8491,Male,35,Actor,13,78000,Marketing,
Rose,King,rose.king963@slingacademy.com,001-327-385-3056x06967,Female,46,Medical secretary,11,101420,Sales,Hindi
淑兰,阚,淑兰.阚927@slingacademy.com,+1-311-611-4721x16119,Female,64,Location manager,8,101420,Sales,"Tagalog, Spanish"
Phillip,Castro,phillip.castro987@slingacademy.com,551-367-3248x9673,Male,43,Clinical research associate,14,131000,I/T,Spanish
Larry,Smith,larry.smith586@slingacademy.com,001-232-357-8922x83904,Male,26,"Therapist, horticultural",10,149000,Product,Arabic
Robert,Padilla,robert.padilla760@slingacademy.com,+1-784-887-7375x84512,Male,39,"Psychotherapist, child",1,149000,Product,"Hindi, Hindi"
Sara,Norman,sara.norman924@slingacademy.com,487.268.2580x79032,Female,37,Materials engineer,6,116670,Operations,Mandarin
Eileen,Johnson,eileen.johnson944@slingacademy.com,487-685-4681,Female,21,Occupational psychologist,13,61239,Administrative,Hindi
Charles,Russell,charles.russell556@slingacademy.com,274.938.1083,Male,67,Chartered management accountant,9,131000,I/T,Spanish
Erica,Logan,erica.logan970@slingacademy.com,8492906745,Female,19,Police officer,5,131000,I/T,"Arabic, Korean"
Kiaan,Bedi,kiaan.bedi109@slingacademy.com,695-784-5213x169,Female,62,Scientific laboratory technician,6,78000,Marketing,
Jordan,Howard,jordan.howard66@slingacademy.com,+1-365-516-0593x39541,Male,69,Patent examiner,14,101420,Sales,"Arabic, Hindi"
Valerie,Price,valerie.price724@slingacademy.com,001-885-564-5690,Female,30,"Editor, commissioning",5,149000,Product,
Yuvaan,Mallick,yuvaan.mallick136@slingacademy.com,001-917-573-9096x81560,Female,24,"Librarian, public",4,116670,Operations,
Valerie,Haley,valerie.haley456@slingacademy.com,(450)728-9182x93166,Female,34,Animal nutritionist,7,131000,I/T,
Faiyaz,Rana,faiyaz.rana149@slingacademy.com,834.450.2702x823,Male,66,Camera operator,10,61239,Administrative,"Tagalog, Spanish"
Nathaniel,Kim,nathaniel.kim914@slingacademy.com,(862)384-5882x0953,Male,38,"Research officer, trade union",1,149000,Product,
丽华,吕,丽华.吕157@slingacademy.com,+1-741-638-6974,Female,23,Magazine journalist,7,116670,Operations,"Tagalog, Korean"
Lindsey,Ashley,lindsey.ashley493@slingacademy.com,773.988.1506,Female,37,"Designer, fashion/clothing",6,116670,Operations,"Korean, Mandarin"
Monica,Wilson,monica.wilson960@slingacademy.com,+1-459-587-1129x0437,Female,26,Market researcher,11,149000,Product,Mandarin
Christopher,Wright,christopher.wright405@slingacademy.com,001-776-315-2935x37131,Male,30,Event organiser,3,78000,Marketing,Arabic
Jeffrey,Ward,jeffrey.ward105@slingacademy.com,541.826.6869,Male,43,"Psychologist, occupational",1,90000,Legal,"Hindi, Hindi"
Vanessa,Patel,vanessa.patel643@slingacademy.com,882-540-2438,Female,32,"Psychologist, sport and exercise",8,116670,Operations,Korean
Kristine,Thomas,kristine.thomas882@slingacademy.com,872.752.2708,Female,33,Volunteer coordinator,2,149000,Product,Tagalog
Gatik,Chad,gatik.chad313@slingacademy.com,834-581-8187x4049,Male,68,Further education lecturer,4,78000,Marketing,Spanish
丹丹,刘,丹丹.刘726@slingacademy.com,245-475-9134x830,Female,24,Chartered public finance accountant,4,78000,Marketing,"Tagalog, Hindi"
Raghav,Soman,raghav.soman82@slingacademy.com,+1-771-206-9496x7809,Male,58,Health and safety inspector,3,131000,I/T,
Douglas,Robertson,douglas.robertson721@slingacademy.com,001-403-761-8900x7955,Male,43,Senior tax professional/tax inspector,8,116670,Operations,Mandarin
Jacqueline,Meyers,jacqueline.meyers554@slingacademy.com,4295231786,Female,54,English as a foreign language teacher,8,85000,Human Resource,Spanish
Aaina,Goswami,aaina.goswami618@slingacademy.com,(517)940-7977x94888,Female,69,"Designer, industrial/product",5,149000,Product,
玉珍,刘,玉珍.刘815@slingacademy.com,684.811.5921x151,Female,44,Warden/ranger,2,116670,Operations,
Kim,Wilson,kim.wilson568@slingacademy.com,+1-743-762-2498x769,Female,32,Textile designer,13,116670,Operations,"Arabic, Korean"
Miraya,Buch,miraya.buch800@slingacademy.com,001-453-705-0361x360,Male,20,"Engineer, site",10,116670,Operations,Tagalog
Sean,Miller,sean.miller941@slingacademy.com,(621)296-3366,Male,32,Video editor,12,131000,I/T,Korean
Alex,Burke,alex.burke388@slingacademy.com,741-633-5699,Male,19,"Radiographer, diagnostic",4,116670,Operations,"Spanish, Arabic"
Wesley,Moran,wesley.moran591@slingacademy.com,+1-942-422-7554x000,Male,64,Musician,5,78000,Marketing,
Adira,Amble,adira.amble923@slingacademy.com,001-499-731-5782x6737,Male,66,"Accountant, chartered certified",14,90000,Legal,"Arabic, Tagalog"
Gary,Edwards,gary.edwards369@slingacademy.com,705-828-2735,Male,32,Arboriculturist,6,78000,Marketing,
Advik,Borde,advik.borde707@slingacademy.com,969.521.5840x75101,Female,58,Call centre manager,15,131000,I/T,Korean
John,Walker,john.walker579@slingacademy.com,382.922.0185,Male,54,Neurosurgeon,7,116670,Operations,Korean
桂英,王,桂英.王561@slingacademy.com,416-821-8410,Female,59,Lexicographer,11,149000,Product,Hindi
Patrick,Morton,patrick.morton619@slingacademy.com,645-456-5690x81886,Male,41,Chemical engineer,11,101420,Sales,Spanish
Kevin,Keith,kevin.keith445@slingacademy.com,932-637-2006,Male,20,Government social research officer,6,129000,Finance,"Arabic, Mandarin"
Cassie,Woodard,cassie.woodard159@slingacademy.com,(935)919-0457,Female,52,Passenger transport manager,3,78000,Marketing,"Tagalog, Korean"
John,Sharp,john.sharp456@slingacademy.com,318-854-0227,Male,25,Field seismologist,3,149000,Product,Tagalog
Patricia,Lambert,patricia.lambert674@slingacademy.com,2614848038,Female,51,Database administrator,1,101420,Sales,
Samiha,Mahal,samiha.mahal646@slingacademy.com,772.709.9593x38115,Male,38,"Civil engineer, consulting",3,149000,Product,"Arabic, Hindi"
Shayak,Konda,shayak.konda292@slingacademy.com,497-922-8434x96975,Male,60,Counsellor,8,85000,Human Resource,"Korean, Hindi"
明,刘,明.刘296@slingacademy.com,001-556-304-1869,Male,45,Investment analyst,11,90000,Legal,"Korean, Korean"
Shayak,Gaba,shayak.gaba150@slingacademy.com,551-255-8755x159,Male,49,"Psychologist, clinical",7,149000,Product,Hindi
Amanda,Davila,amanda.davila621@slingacademy.com,+1-663-686-8956x051,Female,58,Armed forces logistics/support/administrative officer,1,129000,Finance,"Hindi, Mandarin"
Julie,Bryan,julie.bryan225@slingacademy.com,(237)567-0550,Female,70,Tax inspector,8,78000,Marketing,"Hindi, Korean"
小红,谢,小红.谢170@slingacademy.com,+1-613-371-3034,Female,49,Ecologist,15,116670,Operations,"Spanish, Spanish"
Christopher,Smith,christopher.smith240@slingacademy.com,801-470-1962,Male,50,"Engineer, building services",12,131000,I/T,"Hindi, Hindi"
Zara,Raju,zara.raju55@slingacademy.com,284-629-0480,Male,24,Lexicographer,1,101420,Sales,
Jill,Wilson,jill.wilson440@slingacademy.com,(509)818-1255x16853,Female,49,"Programmer, applications",6,78000,Marketing,
Zara,Walia,zara.walia333@slingacademy.com,(269)710-1598x3856,Male,56,Environmental health practitioner,15,85000,Human Resource,"Arabic, Hindi"
Nicole,Jones,nicole.jones924@slingacademy.com,+1-721-327-3231x7353,Female,69,Mining engineer,5,116670,Operations,"Mandarin, Hindi"
Lakshit,Warrior,lakshit.warrior970@slingacademy.com,001-822-259-9982x14120,Male,31,Chief Strategy Officer,5,90000,Legal,
Elizabeth,Yu,elizabeth.yu54@slingacademy.com,+1-780-215-3832x313,Female,36,IT trainer,2,149000,Product,"Spanish, Mandarin"
Melissa,Anderson,melissa.anderson570@slingacademy.com,+1-531-797-7203x8144,Female,37,Retail buyer,12,85000,Human Resource,
Heer,Ramanathan,heer.ramanathan335@slingacademy.com,001-778-980-3778x528,Female,25,Meteorologist,8,61239,Administrative,Mandarin
Amy,Parker,amy.parker638@slingacademy.com,(872)938-9496x16018,Female,55,"Editor, film/video",13,101420,Sales,"Spanish, Korean"
Sara,Dhillon,sara.dhillon347@slingacademy.com,+1-354-271-4531x552,Female,28,Art gallery manager,3,116670,Operations,Korean
建国,张,建国.张347@slingacademy.com,(517)344-5013x3302,Male,53,Tax inspector,11,131000,I/T,"Spanish, Tagalog"
Nitya,Krishnan,nitya.krishnan336@slingacademy.com,+1-693-201-1637x917,Male,24,Financial adviser,11,101420,Sales,Arabic
Anika,Chada,anika.chada772@slingacademy.com,8339350367,Female,65,"Engineer, building services",12,131000,I/T,"Korean, Spanish"
Colleen,King,colleen.king981@slingacademy.com,5524689023,Female,36,"Engineer, biomedical",12,129000,Finance,"Hindi, Mandarin"
Amber,Hudson,amber.hudson27@slingacademy.com,784.415.9567x346,Female,60,Tax inspector,14,85000,Human Resource,
Jiya,Rajagopal,jiya.rajagopal194@slingacademy.com,517-260-0456x11184,Female,53,Health and safety inspector,10,116670,Operations,Korean
Devansh,Deshmukh,devansh.deshmukh585@slingacademy.com,(799)480-0712x201,Male,21,Illustrator,9,149000,Product,Spanish
Kathryn,Jones,kathryn.jones653@slingacademy.com,001-913-819-2737x0954,Female,22,Trade union research officer,2,149000,Product,"Spanish, Korean"
Taimur,D’Alia,taimur.d’alia271@slingacademy.com,001-876-867-2336x43030,Male,51,Multimedia programmer,5,101420,Sales,"Hindi, Tagalog"
James,Coffey,james.coffey753@slingacademy.com,001-370-403-8981,Male,58,Civil Service fast streamer,11,101420,Sales,"Spanish, Arabic"
옥순,박,옥순.박660@slingacademy.com,+1-874-761-1932x8152,Female,57,"Copywriter, advertising",11,131000,I/T,"Korean, Spanish"
Joanna,Anderson,joanna.anderson193@slingacademy.com,947.885.8622x86345,Female,27,Ambulance person,15,78000,Marketing,
Jeremy,Moreno,jeremy.moreno209@slingacademy.com,+1-972-836-4299,Male,49,Dance movement psychotherapist,6,61239,Administrative,
Divyansh,Golla,divyansh.golla335@slingacademy.com,(470)956-4951x3568,Male,55,Broadcast journalist,7,116670,Operations,"Spanish, Hindi"
Amy,Allen,amy.allen730@slingacademy.com,245.402.9261x1199,Female,63,Contractor,1,149000,Product,
Richard,Carpenter,richard.carpenter835@slingacademy.com,+1-287-758-7110x8156,Male,67,"Research officer, government",12,149000,Product,"Spanish, Hindi"
Eric,Fisher,eric.fisher363@slingacademy.com,4842011591,Male,47,"Sales professional, IT",10,131000,I/T,Spanish
Kylie,Young,kylie.young363@slingacademy.com,(798)719-6317,Female,20,Biomedical engineer,12,85000,Human Resource,
